COM,PMUN,PCAP,PTOT
Allain,478,14,492
Allamont,158,3,161
Allamps,510,14,524
Allondrelle-la-Malmaison,644,2,646
Amance,340,5,345
Amenoncourt,77,3,80
Ancerviller,282,15,297
Anderny,254,6,260
Andilly,286,7,293
Angomont,78,1,79
Anoux,265,8,273
Ansauville,82,1,83
Anthelupt,461,5,466
Armaucourt,225,2,227
Arnaville,565,7,572
Arracourt,246,2,248
Arraye-et-Han,359,7,366
Art-sur-Meurthe,1470,243,1713
Athienville,176,3,179
Atton,832,12,844
Auboué,2514,29,2543
Audun-le-Roman,2462,50,2512
Autrepierre,82,0,82
Autreville-sur-Moselle,277,5,282
Autrey,186,2,188
Avillers,123,0,123
Avrainville,219,10,229
Avricourt,386,3,389
Avril,1131,15,1146
Azelot,422,2,424
Azerailles,771,18,789
Baccarat,4330,62,4392
Badonviller,1551,31,1582
Bagneux,160,5,165
Bainville-aux-Miroirs,305,1,306
Bainville-sur-Madon,1396,13,1409
Barbas,191,2,193
Barbonville,437,7,444
Barisey-au-Plain,399,7,406
Barisey-la-Côte,226,3,229
Les Baroches,351,14,365
Baslieux,581,15,596
Bathelémont,64,1,65
Batilly,1261,19,1280
Battigny,142,2,144
Bauzemont,154,6,160
Bayon,1610,16,1626
Bayonville-sur-Mad,301,5,306
Bazailles,142,2,144
Beaumont,72,0,72
Béchamps,86,2,88
Belleau,746,9,755
Belleville,1441,17,1458
Bénaménil,583,11,594
Benney,650,11,661
Bernécourt,179,5,184
Bertrambois,308,6,314
Bertrichamps,1094,23,1117
Bettainvillers,391,2,393
Beuveille,760,11,771
Beuvezin,96,2,98
Beuvillers,424,8,432
Bey-sur-Seille,169,0,169
Bezange-la-Grande,158,1,159
Bezaumont,263,5,268
Bicqueley,902,16,918
Bienville-la-Petite,34,0,34
Bionville,116,4,120
Blainville-sur-l'Eau,4035,24,4059
Blâmont,1072,12,1084
Blémerey,63,1,64
Blénod-lès-Pont-à-Mousson,4601,47,4648
Blénod-lès-Toul,1078,20,1098
Bois-de-Haye,2257,102,2359
Boismont,415,6,421
Boncourt,174,3,177
Bonviller,183,3,186
Borville,97,2,99
Boucq,356,11,367
Bouillonville,156,3,159
Bouvron,241,1,242
Bouxières-aux-Chênes,1422,20,1442
Bouxières-aux-Dames,4216,39,4255
Bouxières-sous-Froidmont,369,4,373
Bouzanville,62,0,62
Brainville,160,2,162
Bralleville,174,3,177
Bratte,44,0,44
Bréhain-la-Ville,412,5,417
Bréménil,109,5,114
Brémoncourt,167,3,170
Brin-sur-Seille,783,11,794
Brouville,132,1,133
Bruley,610,6,616
Bruville,226,5,231
Buissoncourt,265,2,267
Bulligny,531,15,546
Bures,62,2,64
Buriville,74,3,77
Burthecourt-aux-Chênes,113,3,116
Ceintrey,925,9,934
Cerville,566,12,578
Chaligny,2858,23,2881
Chambley-Bussières,695,9,704
Champenoux,1415,16,1431
Champey-sur-Moselle,343,4,347
Champigneulles,6745,70,6815
Chanteheux,2143,42,2185
Chaouilley,112,1,113
Charency-Vezin,616,9,625
Charey,82,3,85
Charmes-la-Côte,335,8,343
Charmois,190,1,191
Chaudeney-sur-Moselle,709,17,726
Chavigny,1843,14,1857
Chazelles-sur-Albe,44,0,44
Chenevières,495,9,504
Chenicourt,227,1,228
Chenières,632,17,649
Choloy-Ménillot,736,10,746
Cirey-sur-Vezouze,1644,26,1670
Clayeures,187,1,188
Clémery,495,14,509
Clérey-sur-Brenon,67,2,69
Coincourt,128,4,132
Colmey,250,7,257
Colombey-les-Belles,1459,21,1480
Conflans-en-Jarnisy,2359,34,2393
Cons-la-Grandville,523,17,540
Cosnes-et-Romain,2690,55,2745
Courbesseaux,337,3,340
Courcelles,104,3,107
Coyviller,141,1,142
Crantenoy,152,2,154
Crépey,394,7,401
Crévéchamps,393,2,395
Crévic,913,12,925
Crézilles,282,3,285
Crion,96,0,96
Croismare,640,8,648
Crusnes,1579,12,1591
Custines,3079,26,3105
Cutry,1033,28,1061
Damelevières,3217,44,3261
Dampvitoux,58,0,58
Deneuvre,522,15,537
Deuxville,423,7,430
Diarville,539,5,544
Dieulouard,4763,44,4807
Dolcourt,129,2,131
Dombasle-sur-Meurthe,9734,192,9926
Domèvre-en-Haye,385,9,394
Domèvre-sur-Vezouze,296,10,306
Domgermain,1185,13,1198
Domjevin,256,2,258
Dommarie-Eulmont,87,2,89
Dommartemont,585,28,613
Dommartin-la-Chaussée,34,2,36
Dommartin-lès-Toul,1984,39,2023
Dommartin-sous-Amance,278,2,280
Domprix,87,3,90
Domptail-en-l'Air,71,1,72
Doncourt-lès-Conflans,1185,21,1206
Doncourt-lès-Longuyon,298,7,305
Drouville,205,4,209
Écrouves,4376,52,4428
Einvaux,363,3,366
Einville-au-Jard,1183,23,1206
Emberménil,260,3,263
Épiez-sur-Chiers,185,3,188
Éply,300,8,308
Erbéviller-sur-Amezule,76,2,78
Errouville,724,17,741
Essey-et-Maizerais,360,11,371
Essey-la-Côte,81,0,81
Essey-lès-Nancy,8823,160,8983
Étreval,61,1,62
Eulmont,1080,20,1100
Euvezin,111,1,112
Faulx,1344,10,1354
Favières,591,9,600
Fécocourt,109,2,111
Fenneviller,95,2,97
Ferrières,296,4,300
Fey-en-Haye,78,1,79
Fillières,510,8,518
Flainval,204,0,204
Flavigny-sur-Moselle,1743,130,1873
Fléville-devant-Nancy,2263,27,2290
Fléville-Lixières,320,3,323
Flin,378,11,389
Flirey,151,1,152
Fontenoy-la-Joûte,315,5,320
Fontenoy-sur-Moselle,374,5,379
Forcelles-Saint-Gorgon,143,3,146
Forcelles-sous-Gugney,94,2,96
Foug,2663,29,2692
Fraimbois,386,6,392
Fraisnes-en-Saintois,104,2,106
Francheville,281,2,283
Franconville,85,0,85
Fréménil,216,4,220
Frémonville,187,2,189
Fresnois-la-Montagne,409,14,423
Friauville,367,5,372
Frolois,708,8,716
Frouard,6563,74,6637
Froville,125,0,125
Gélacourt,167,2,169
Gélaucourt,68,0,68
Gellenoncourt,77,0,77
Gémonville,75,0,75
Gerbécourt-et-Haplemont,230,1,231
Gerbéviller,1342,26,1368
Germiny,219,7,226
Germonville,115,1,116
Gézoncourt,177,3,180
Gibeaumeix,164,3,167
Giraumont,1320,17,1337
Giriviller,70,0,70
Glonville,359,5,364
Gogney,46,1,47
Gondrecourt-Aix,177,3,180
Gondreville,2801,30,2831
Gondrexon,43,2,45
Gorcy,2763,43,2806
Goviller,425,9,434
Grand-Failly,334,8,342
Grimonviller,89,3,92
Gripport,285,1,286
Griscourt,132,2,134
Grosrouvres,63,0,63
Gugney,76,3,79
Gye,251,4,255
Hablainville,219,7,226
Hagéville,113,3,116
Haigneville,58,0,58
Halloville,71,6,77
Hammeville,177,4,181
Hamonville,96,1,97
Han-devant-Pierrepont,152,0,152
Hannonville-Suzémont,259,5,264
Haraucourt,734,4,738
Harbouey,118,1,119
Haroué,510,6,516
Hatrize,769,13,782
Haucourt-Moulaine,3241,42,3283
Haudonville,87,6,93
Haussonville,303,8,311
Heillecourt,5527,84,5611
Hénaménil,147,3,150
Herbéviller,236,2,238
Hériménil,956,18,974
Herserange,4390,47,4437
Hoéville,198,0,198
Homécourt,6176,54,6230
Houdelmont,212,1,213
Houdemont,2108,67,2175
Houdreville,425,10,435
Housséville,158,3,161
Hudiviller,356,5,361
Hussigny-Godbrange,3571,63,3634
Igney,124,6,130
Jaillon,478,6,484
Jarny,8283,185,8468
Jarville-la-Malgrange,9264,259,9523
Jaulny,203,6,209
Jeandelaincourt,811,6,817
Jeandelize,374,5,379
Jevoncourt,99,1,100
Jezainville,960,22,982
Jolivet,904,18,922
Joppécourt,160,6,166
Jouaville,298,9,307
Joudreville,1170,13,1183
Juvrecourt,58,1,59
Jœuf,6549,56,6605
Labry,1566,29,1595
Lachapelle,266,1,267
Lagney,506,5,511
Laître-sous-Amance,397,11,408
Laix,208,3,211
Lalœuf,291,3,294
Lamath,201,1,202
Landécourt,88,4,92
Landremont,146,1,147
Landres,974,110,1084
Laneuvelotte,437,4,441
Laneuveville-aux-Bois,319,3,322
Laneuveville-derrière-Foug,149,4,153
Laneuveville-devant-Bayon,226,6,232
Laneuveville-devant-Nancy,6541,110,6651
Lanfroicourt,130,1,131
Lantéfontaine,765,18,783
Laronxe,371,3,374
Laxou,14444,214,14658
Lay-Saint-Christophe,2441,68,2509
Lay-Saint-Remy,352,5,357
Lebeuville,175,4,179
Leintrey,142,3,145
Lemainville,374,4,378
Leménil-Mitry,3,0,3
Lenoncourt,592,9,601
Lesménils,494,10,504
Létricourt,235,1,236
Lexy,3725,66,3791
Leyr,916,6,922
Limey-Remenauville,285,5,290
Lironville,129,5,134
Liverdun,6087,61,6148
Loisy,325,4,329
Longlaville,2486,39,2525
Longuyon,5320,61,5381
Longwy,14378,291,14669
Lorey,99,0,99
Loromontzey,87,3,90
Lubey,228,4,232
Lucey,633,9,642
Ludres,6216,100,6316
Lunéville,18287,396,18683
Lupcourt,448,9,457
Magnières,286,6,292
Maidières,1547,24,1571
Mailly-sur-Seille,244,3,247
Mairy-Mainville,566,11,577
Maixe,413,4,417
Maizières,959,12,971
Malavillers,133,3,136
Malleloy,981,14,995
Malzéville,8125,268,8393
Mamey,339,5,344
Mandres-aux-Quatre-Tours,187,5,192
Mangonville,226,3,229
Manoncourt-en-Vermois,342,5,347
Manoncourt-en-Woëvre,245,4,249
Manonville,240,8,248
Manonviller,166,2,168
Marainviller,684,8,692
Marbache,1704,14,1718
Maron,831,10,841
Mars-la-Tour,965,18,983
Marthemont,42,0,42
Martincourt,96,2,98
Mattexey,67,2,69
Maxéville,9814,121,9935
Mazerulles,271,4,275
Méhoncourt,240,3,243
Ménil-la-Tour,336,2,338
Mercy-le-Bas,1278,6,1284
Mercy-le-Haut,273,6,279
Méréville,1345,20,1365
Merviller,337,9,346
Messein,1863,20,1883
Mexy,2283,50,2333
Mignéville,187,3,190
Millery,622,8,630
Minorville,230,1,231
Moineville,1083,15,1098
Moivrons,500,2,502
Moncel-lès-Lunéville,626,5,631
Moncel-sur-Seille,523,7,530
Mont-Bonvillers,948,14,962
Mont-l'Étroit,92,0,92
Mont-le-Vignoble,419,10,429
Mont-Saint-Martin,8807,110,8917
Mont-sur-Meurthe,1114,11,1125
Montauville,1056,16,1072
Montenoy,414,6,420
Montigny,155,0,155
Montigny-sur-Chiers,482,8,490
Montreux,62,2,64
Morfontaine,1092,25,1117
Moriviller,93,1,94
Morville-sur-Seille,147,0,147
Mouacourt,72,2,74
Mouaville,97,2,99
Mousson,104,3,107
Moutiers,1563,24,1587
Moutrot,303,2,305
Moyen,550,7,557
Murville,243,6,249
Nancy,104286,1457,105743
Neufmaisons,234,8,242
Neuves-Maisons,6729,66,6795
Neuviller-lès-Badonviller,94,2,96
Neuviller-sur-Moselle,235,1,236
Nomeny,1174,22,1196
Nonhigny,122,5,127
Norroy-le-Sec,417,12,429
Norroy-lès-Pont-à-Mousson,1194,15,1209
Noviant-aux-Prés,260,5,265
Ochey,518,4,522
Ogéviller,283,7,290
Ognéville,100,3,103
Olley,238,3,241
Omelmont,189,0,189
Onville,527,3,530
Ormes-et-Ville,227,2,229
Othe,33,3,36
Ozerailles,151,1,152
Pagney-derrière-Barine,631,8,639
Pagny-sur-Moselle,4140,53,4193
Pannes,177,4,181
Parey-Saint-Césaire,243,3,246
Parroy,166,1,167
Parux,71,0,71
Petit-Failly,86,1,87
Petitmont,321,4,325
Pettonville,67,0,67
Pexonne,365,2,367
Phlin,42,1,43
Piennes,2498,30,2528
Pierre-la-Treiche,492,2,494
Pierre-Percée,92,1,93
Pierrepont,870,10,880
Pierreville,308,2,310
Pompey,4884,54,4938
Pont-à-Mousson,14228,218,14446
Pont-Saint-Vincent,1903,43,1946
Port-sur-Seille,225,7,232
Praye,268,2,270
Prény,355,5,360
Preutin-Higny,134,1,135
Pulligny,1165,18,1183
Pulney,59,2,61
Pulnoy,4962,59,5021
Puxe,120,0,120
Puxieux,250,5,255
Quevilloncourt,95,2,97
Raon-lès-Leau,38,0,38
Raucourt,219,2,221
Raville-sur-Sânon,102,0,102
Réchicourt-la-Petite,62,2,64
Réclonville,76,1,77
Rehainviller,1044,15,1059
Reherrey,125,1,126
Réhon,3827,67,3894
Reillon,87,6,93
Rembercourt-sur-Mad,158,1,159
Remenoville,162,4,166
Réméréville,558,7,565
Remoncourt,47,1,48
Repaix,97,1,98
Richardménil,2355,25,2380
Rogéville,176,3,179
Romain,69,2,71
Rosières-aux-Salines,2858,30,2888
Rosières-en-Haye,232,2,234
Rouves,102,0,102
Roville-devant-Bayon,785,9,794
Royaumeix,368,4,372
Rozelieures,191,5,196
Saffais,116,0,116
Saint-Ail,424,5,429
Saint-Baussant,73,2,75
Saint-Boingt,71,3,74
Saint-Clément,861,17,878
Saint-Firmin,275,6,281
Saint-Germain,158,6,164
Saint-Jean-lès-Longuyon,421,11,432
Saint-Julien-lès-Gorze,161,2,163
Saint-Marcel,151,3,154
Saint-Mard,87,2,89
Saint-Martin,58,1,59
Saint-Maurice-aux-Forges,101,3,104
Saint-Max,9965,110,10075
Saint-Nicolas-de-Port,7520,75,7595
Saint-Pancré,316,6,322
Saint-Remimont,354,5,359
Saint-Rémy-aux-Bois,67,0,67
Saint-Sauveur,39,0,39
Saint-Supplet,139,9,148
Sainte-Geneviève,189,0,189
Sainte-Pôle,191,3,194
Saizerais,1503,22,1525
Sancy,318,7,325
Sanzey,144,2,146
Saulnes,2413,43,2456
Saulxerotte,107,1,108
Saulxures-lès-Nancy,4120,55,4175
Saulxures-lès-Vannes,373,5,378
Saxon-Sion,102,3,105
Seichamps,4952,61,5013
Seicheprey,113,4,117
Selaincourt,180,2,182
Seranville,100,0,100
Serres,247,1,248
Serrouville,683,16,699
Sexey-aux-Forges,705,8,713
Sionviller,103,2,105
Sivry,257,11,268
Sommerviller,990,4,994
Sornéville,328,6,334
Sponville,121,4,125
Tanconville,114,1,115
Tantonville,641,4,645
Tellancourt,560,10,570
Thélod,251,0,251
They-sous-Vaudemont,14,1,15
Thézey-Saint-Martin,203,2,205
Thiaucourt-Regniéville,1132,10,1142
Thiaville-sur-Meurthe,573,5,578
Thiébauménil,380,9,389
Thil,1877,28,1905
Thorey-Lyautey,143,3,146
Thuilley-aux-Groseilles,443,2,445
Thumeréville,72,1,73
Tiercelet,655,12,667
Tomblaine,8887,277,9164
Tonnoy,698,26,724
Toul,15832,281,16113
Tramont-Émy,29,0,29
Tramont-Lassus,87,2,89
Tramont-Saint-André,57,1,58
Tremblecourt,171,3,174
Trieux,2557,32,2589
Trondes,544,17,561
Tronville,201,2,203
Tucquegnieux,2469,28,2497
Ugny,715,30,745
Uruffe,401,2,403
Vacqueville,238,12,250
Val de Briey,8228,245,8473
Val-et-Châtillon,597,7,604
Valhey,170,2,172
Valleroy,2334,34,2368
Vallois,157,2,159
Vandelainville,140,2,142
Vandeléville,212,5,217
Vandières,925,8,933
Vandœuvre-lès-Nancy,30002,271,30273
Vannes-le-Châtel,569,8,577
Varangéville,3652,37,3689
Vathiménil,346,9,355
Vaucourt,63,2,65
Vaudémont,63,2,65
Vaudeville,157,2,159
Vaudigny,75,1,76
Vaxainville,99,0,99
Vého,100,3,103
Velaine-sous-Amance,280,5,285
Velle-sur-Moselle,283,6,289
Veney,50,0,50
Vennezey,50,1,51
Verdenal,156,7,163
Vézelise,1454,14,1468
Viéville-en-Haye,147,4,151
Vigneulles,242,2,244
Vilcey-sur-Trey,163,2,165
Villacourt,390,12,402
Ville-au-Montois,269,3,272
Ville-au-Val,197,4,201
Ville-en-Vermois,598,7,605
Ville-Houdlémont,662,5,667
Ville-sur-Yron,295,8,303
Villecey-sur-Mad,340,7,347
Villers-en-Haye,179,0,179
Villers-la-Chèvre,568,20,588
Villers-la-Montagne,1501,36,1537
Villers-le-Rond,107,1,108
Villers-lès-Moivrons,148,0,148
Villers-lès-Nancy,14415,315,14730
Villers-sous-Prény,346,7,353
Villerupt,9737,106,9843
Villette,183,1,184
Villey-le-Sec,405,11,416
Villey-Saint-Étienne,1061,23,1084
Virecourt,470,6,476
Viterne,733,7,740
Vitrey,203,4,207
Vitrimont,401,8,409
Vittonville,126,6,132
Viviers-sur-Chiers,663,20,683
Voinémont,331,11,342
Vroncourt,268,3,271
Waville,429,4,433
Xammes,153,1,154
Xermaménil,556,7,563
Xeuilley,934,6,940
Xirocourt,442,3,445
Xivry-Circourt,272,6,278
Xonville,127,0,127
Xousse,127,1,128
Xures,108,1,109
Abainville,301,5,306
Abaucourt-Hautecourt,107,3,110
Aincreville,69,1,70
Amanty,40,1,41
Ambly-sur-Meuse,245,2,247
Amel-sur-l'Étang,151,5,156
Ancemont,551,19,570
Ancerville,2752,64,2816
Andernay,258,3,261
Apremont-la-Forêt,397,9,406
Arrancy-sur-Crusne,491,7,498
Aubréville,374,7,381
Aulnois-en-Perthois,506,14,520
Autrécourt-sur-Aire,115,5,120
Autréville-Saint-Lambert,40,2,42
Avillers-Sainte-Croix,61,1,62
Avioth,144,4,148
Avocourt,108,2,110
Azannes-et-Soumazannes,165,3,168
Baâlon,290,3,293
Badonvilliers-Gérauvilliers,138,5,143
Bannoncourt,155,3,158
Bantheville,119,2,121
Bar-le-Duc,14985,600,15585
Baudonvilliers,378,11,389
Baudrémont,50,1,51
Baulny,16,1,17
Bazeilles-sur-Othain,116,3,119
Bazincourt-sur-Saulx,147,6,153
Beauclair,90,1,91
Beaufort-en-Argonne,144,1,145
Beaulieu-en-Argonne,36,2,38
Beaumont-en-Verdunois,0,0,0
Beausite,250,6,256
Behonne,609,26,635
Belleray,508,12,520
Belleville-sur-Meuse,3092,54,3146
Belrain,36,3,39
Belrupt-en-Verdunois,572,8,580
Beney-en-Woëvre,131,4,135
Béthelainville,171,6,177
Béthincourt,35,2,37
Beurey-sur-Saulx,417,0,417
Bezonvaux,0,0,0
Biencourt-sur-Orge,123,4,127
Billy-sous-Mangiennes,373,1,374
Bislée,61,5,66
Blanzée,16,1,17
Boinville-en-Woëvre,73,2,75
Boncourt-sur-Meuse,328,10,338
Bonnet,200,7,207
Bonzée,350,13,363
Le Bouchon-sur-Saulx,241,5,246
Bouconville-sur-Madt,111,1,112
Bouligny,2558,39,2597
Bouquemont,111,0,111
Boureuilles,120,0,120
Bovée-sur-Barboure,142,6,148
Boviolles,97,2,99
Brabant-en-Argonne,106,3,109
Brabant-le-Roi,230,4,234
Brabant-sur-Meuse,124,6,130
Brandeville,184,5,189
Braquis,119,1,120
Bras-sur-Meuse,698,49,747
Brauvilliers,171,3,174
Bréhéville,171,0,171
Breux,258,9,267
Brieulles-sur-Meuse,315,8,323
Brillon-en-Barrois,671,20,691
Brixey-aux-Chanoines,84,4,88
Brizeaux,58,1,59
Brocourt-en-Argonne,47,1,48
Brouennes,150,4,154
Broussey-en-Blois,59,1,60
Broussey-Raulecourt,283,4,287
Bure,84,7,91
Burey-en-Vaux,154,4,158
Burey-la-Côte,87,1,88
Buxières-sous-les-Côtes,287,3,290
Buzy-Darmont,559,11,570
Cesse,114,3,117
Chaillon,112,0,112
Chalaines,318,6,324
Champneuville,120,1,121
Champougny,83,8,91
Chanteraine,185,4,189
Chardogne,304,7,311
Charny-sur-Meuse,518,22,540
Charpentry,22,2,24
Chassey-Beaupré,88,3,91
Châtillon-sous-les-Côtes,175,4,179
Chattancourt,182,3,185
Chaumont-devant-Damvillers,48,1,49
Chaumont-sur-Aire,126,4,130
Chauvency-le-Château,248,3,251
Chauvency-Saint-Hubert,239,6,245
Chauvoncourt,452,20,472
Cheppy,149,1,150
Chonville-Malaumont,212,5,217
Cierges-sous-Montfaucon,52,0,52
Le Claon,60,0,60
Clermont-en-Argonne,1480,34,1514
Cléry-le-Grand,91,2,93
Cléry-le-Petit,186,1,187
Combles-en-Barrois,797,26,823
Combres-sous-les-Côtes,118,5,123
Commercy,5536,242,5778
Consenvoye,307,4,311
Contrisson,817,19,836
Courcelles-en-Barrois,38,0,38
Courcelles-sur-Aire,40,0,40
Courouvre,35,2,37
Cousances-les-Forges,1688,32,1720
Cousances-lès-Triconville,140,0,140
Couvertpuis,87,6,93
Couvonges,156,4,160
Cuisy,46,0,46
Culey,141,3,144
Cumières-le-Mort-Homme,0,0,0
Cunel,14,0,14
Dagonville,85,1,86
Dainville-Bertheléville,116,4,120
Damloup,131,8,139
Dammarie-sur-Saulx,422,15,437
Damvillers,651,59,710
Dannevoux,228,4,232
Delouze-Rosières,113,4,117
Delut,125,0,125
Demange-Baudignécourt,554,13,567
Dieppe-sous-Douaumont,189,2,191
Dieue-sur-Meuse,1446,33,1479
Dombasle-en-Argonne,407,7,414
Dombras,138,4,142
Dommartin-la-Montagne,51,0,51
Dommary-Baroncourt,737,8,745
Dompcevrin,309,2,311
Dompierre-aux-Bois,39,0,39
Domremy-la-Canne,36,0,36
Doncourt-aux-Templiers,60,3,63
Douaumont-Vaux,81,0,81
Doulcon,445,12,457
Dugny-sur-Meuse,1307,24,1331
Dun-sur-Meuse,661,8,669
Duzey,42,3,45
Écouviez,510,6,516
Écurey-en-Verdunois,124,0,124
Eix,249,4,253
Les Éparges,67,1,68
Épiez-sur-Meuse,41,1,42
Épinonville,72,0,72
Érize-la-Brûlée,188,6,194
Érize-la-Petite,55,2,57
Érize-Saint-Dizier,189,6,195
Erneville-aux-Bois,160,3,163
Esnes-en-Argonne,136,1,137
Étain,3580,70,3650
Éton,209,3,212
Étraye,39,1,40
Euville,1665,27,1692
Èvres,103,6,109
Fains-Véel,2140,61,2201
Flassigny,47,1,48
Fleury-devant-Douaumont,0,0,0
Foameix-Ornel,247,8,255
Fontaines-Saint-Clair,55,2,57
Forges-sur-Meuse,122,2,124
Foucaucourt-sur-Thabas,57,0,57
Fouchères-aux-Bois,134,4,138
Frémeréville-sous-les-Côtes,137,1,138
Fresnes-au-Mont,171,4,175
Fresnes-en-Woëvre,673,10,683
Froidos,98,2,100
Fromeréville-les-Vallons,209,4,213
Fromezey,53,0,53
Futeau,161,3,164
Génicourt-sur-Meuse,290,5,295
Gercourt-et-Drillancourt,106,4,110
Géry,55,1,56
Gesnes-en-Argonne,59,3,62
Geville,620,16,636
Gimécourt,39,0,39
Gincrey,64,1,65
Girauvoisin,77,0,77
Givrauval,290,23,313
Gondrecourt-le-Château,1085,15,1100
Gouraincourt,59,0,59
Goussaincourt,116,6,122
Gremilly,40,0,40
Grimaucourt-en-Woëvre,104,2,106
Grimaucourt-près-Sampigny,85,0,85
Guerpont,249,5,254
Gussainville,35,1,36
Haironville,595,13,608
Halles-sous-les-Côtes,151,7,158
Han-lès-Juvigny,121,1,122
Han-sur-Meuse,277,2,279
Hannonville-sous-les-Côtes,567,11,578
Harville,118,0,118
Haudainville,952,21,973
Haudiomont,217,4,221
Haumont-près-Samogneux,0,0,0
Les Hauts-de-Chée,728,13,741
Heippes,76,3,79
Hennemont,111,4,115
Herbeuville,180,5,185
Herméville-en-Woëvre,241,1,242
Heudicourt-sous-les-Côtes,166,8,174
Hévilliers,146,1,147
Horville-en-Ornois,57,2,59
Houdelaincourt,299,8,307
Inor,185,8,193
Ippécourt,97,3,100
Iré-le-Sec,154,2,156
L' Isle-en-Rigault,481,15,496
Les Islettes,747,14,761
Jametz,257,5,262
Jonville-en-Woëvre,149,0,149
Jouy-en-Argonne,47,0,47
Julvécourt,57,2,59
Juvigny-en-Perthois,137,2,139
Juvigny-sur-Loison,260,2,262
Kœur-la-Grande,164,4,168
Kœur-la-Petite,285,5,290
Labeuville,135,5,140
Lachalade,54,0,54
Lachaussée,271,9,280
Lacroix-sur-Meuse,720,18,738
Lahaymeix,74,0,74
Lahayville,27,1,28
Laheycourt,405,9,414
Laimont,461,17,478
Lamorville,288,6,294
Lamouilly,91,5,96
Landrecourt-Lempire,211,1,212
Laneuville-au-Rupt,198,3,201
Laneuville-sur-Meuse,436,9,445
Lanhères,61,0,61
Latour-en-Woëvre,95,0,95
Lavallée,92,3,95
Lavincourt,70,0,70
Lavoye,153,3,156
Lemmes,249,3,252
Lérouville,1433,16,1449
Levoncourt,57,1,58
Lignières-sur-Aire,53,1,54
Ligny-en-Barrois,4052,138,4190
Liny-devant-Dun,190,5,195
Lion-devant-Dun,170,4,174
Lisle-en-Barrois,35,1,36
Lissey,111,1,112
Loisey,300,9,309
Loison,119,3,122
Longchamps-sur-Aire,122,8,130
Longeaux,227,6,233
Longeville-en-Barrois,1160,29,1189
Loupmont,75,3,78
Louppy-le-Château,157,4,161
Louppy-sur-Loison,126,1,127
Louvemont-Côte-du-Poivre,0,0,0
Luzy-Saint-Martin,114,4,118
Maizeray,33,1,34
Maizey,165,6,171
Malancourt,64,2,66
Mandres-en-Barrois,118,4,122
Mangiennes,395,7,402
Manheulles,137,7,144
Marchéville-en-Woëvre,68,2,70
Marre,161,7,168
Marson-sur-Barboure,47,1,48
Martincourt-sur-Meuse,66,1,67
Marville,504,13,517
Maucourt-sur-Orne,57,1,58
Maulan,117,2,119
Mauvages,259,2,261
Maxey-sur-Vaise,293,5,298
Mécrin,224,2,226
Méligny-le-Grand,95,2,97
Méligny-le-Petit,80,0,80
Menaucourt,238,5,243
Ménil-aux-Bois,42,1,43
Ménil-la-Horgne,169,3,172
Ménil-sur-Saulx,256,9,265
Merles-sur-Loison,150,5,155
Milly-sur-Bradon,162,5,167
Mogeville,85,1,86
Mognéville,381,10,391
Moirey-Flabas-Crépion,129,2,131
Mont-devant-Sassey,95,3,98
Montblainville,61,2,63
Montbras,19,0,19
Montfaucon-d'Argonne,307,6,313
Les Monthairons,374,3,377
Montiers-sur-Saulx,380,3,383
Montigny-devant-Sassey,117,6,123
Montigny-lès-Vaucouleurs,68,0,68
Montmédy,2136,85,2221
Montplonne,141,17,158
Montsec,85,0,85
Montzéville,155,1,156
Moranville,108,1,109
Morgemoulin,111,3,114
Morley,205,3,208
Mouilly,113,1,114
Moulainville,124,6,130
Moulins-Saint-Hubert,176,3,179
Moulotte,101,0,101
Mouzay,692,30,722
Murvaux,141,3,144
Muzeray,134,4,138
Naives-en-Blois,151,10,161
Naives-Rosières,802,20,822
Naix-aux-Forges,221,2,223
Nant-le-Grand,79,5,84
Nant-le-Petit,78,1,79
Nantillois,63,1,64
Nantois,85,4,89
Nançois-le-Grand,73,4,77
Nançois-sur-Ornain,384,9,393
Nepvant,86,1,87
Nettancourt,252,3,255
Le Neufour,72,2,74
Neuville-en-Verdunois,58,2,60
Neuville-lès-Vaucouleurs,176,8,184
Neuville-sur-Ornain,362,11,373
Neuvilly-en-Argonne,216,2,218
Nicey-sur-Aire,123,4,127
Nixéville-Blercourt,494,16,510
Nonsard-Lamarche,210,5,215
Nouillonpont,238,4,242
Noyers-Auzécourt,281,7,288
Nubécourt,249,7,256
Olizy-sur-Chiers,192,6,198
Ornes,5,0,5
Osches,55,3,58
Ourches-sur-Meuse,221,4,225
Pagny-la-Blanche-Côte,237,4,241
Pagny-sur-Meuse,1023,16,1039
Pareid,119,0,119
Parfondrupt,45,0,45
Les Paroches,416,10,426
Peuvillers,55,2,57
Pierrefitte-sur-Aire,316,12,328
Pillon,264,2,266
Pintheville,110,4,114
Pont-sur-Meuse,133,6,139
Pouilly-sur-Meuse,178,5,183
Pretz-en-Argonne,72,2,74
Quincy-Landzécourt,140,6,146
Raival,254,4,258
Rambluzin-et-Benoite-Vaux,102,1,103
Rambucourt,189,6,195
Rancourt-sur-Ornain,191,1,192
Ranzières,82,1,83
Rarécourt,222,8,230
Récicourt,167,4,171
Récourt-le-Creux,77,0,77
Reffroy,73,4,77
Regnéville-sur-Meuse,51,0,51
Rembercourt-Sommaisne,353,9,362
Remennecourt,55,0,55
Remoiville,134,0,134
Resson,391,14,405
Revigny-sur-Ornain,2805,51,2856
Réville-aux-Bois,116,0,116
Riaville,43,2,45
